partida_id,clube_casa_id,clube_casa_posicao,clube_visitante_id,aproveitamento_mandante,aproveitamento_visitante,clube_visitante_posicao,partida_data,timestamp,local,valida,placar_oficial_mandante,placar_oficial_visitante,campeonato_id,rodada_id
302573,275,4,1371,"['e', 'v', 'v', 'd', 'd']","['e', 'v', 'e', 'd', 'd']",16,2023-04-15 16:00:00,1681585200,Allianz Parque,True,2,1,26.0,1.0
302580,327,19,266,"['d', 'v', 'e', 'd', 'd']","['d', 'v', 'e', 'e', 'v']",5,2023-04-15 16:00:00,1681585200,Independência,True,0,3,26.0,1.0
302572,263,1,276,"['v', 'd', 'v', 'v', 'v']","['v', 'd', 'd', 'v', 'd']",11,2023-04-15 18:30:00,1681594200,Nilton Santos (Engenhão),True,2,1,26.0,1.0
302575,280,7,265,"['v', 'd', 'e', 'v', 'v']","['d', 'e', 'e', 'v', 'd']",14,2023-04-15 18:30:00,1681594200,Nabi Abi Chedid,True,2,1,26.0,1.0
302578,293,9,290,"['d', 'v', 'e', 'd', 'v']","['d', 'd', 'e', 'v', 'd']",17,2023-04-15 18:30:00,1681594200,Arena da Baixada,True,2,0,26.0,1.0
302579,356,8,285,"['v', 'e', 'd', 'v', 'v']","['v', 'e', 'v', 'v', 'v']",6,2023-04-15 18:30:00,1681594200,Castelão (CE),True,1,1,26.0,1.0
302576,282,10,267,"['e', 'v', 'e', 'e', 'd']","['d', 'd', 'd', 'd', 'v']",18,2023-04-15 21:00:00,1681603200,Mineirão,True,1,2,26.0,1.0
302571,262,3,294,"['e', 'v', 'v', 'd', 'v']","['e', 'd', 'e', 'd', 'd']",20,2023-04-16 16:00:00,1681671600,Maracanã,True,3,0,26.0,1.0
302574,264,15,283,"['v', 'd', 'e', 'v', 'd']","['e', 'd', 'e', 'd', 'v']",12,2023-04-16 16:00:00,1681671600,Neo Química Arena,True,2,1,26.0,1.0
302577,284,2,277,"['v', 'v', 'd', 'v', 'v']","['d', 'e', 'e', 'd', 'd']",13,2023-04-16 18:30:00,1681680600,Alfredo Jaconi,True,1,0,26.0,1.0
302591,266,5,293,"['d', 'v', 'e', 'e', 'v']","['d', 'v', 'e', 'd', 'v']",9,2023-04-22 16:00:00,1682190000,Maracanã,True,2,0,26.0,2.0
302593,276,11,327,"['v', 'd', 'd', 'v', 'd']","['d', 'v', 'e', 'd', 'd']",19,2023-04-22 18:30:00,1682199000,Morumbi,True,3,0,26.0,2.0
302600,1371,16,280,"['e', 'v', 'e', 'd', 'd']","['v', 'd', 'e', 'v', 'v']",7,2023-04-22 18:30:00,1682199000,Arena Pantanal,True,1,1,26.0,2.0
302596,283,12,284,"['e', 'd', 'e', 'd', 'v']","['v', 'v', 'd', 'v', 'v']",2,2023-04-22 21:00:00,1682208000,Independência,True,1,0,26.0,2.0
302597,285,6,262,"['v', 'e', 'v', 'v', 'v']","['e', 'v', 'v', 'd', 'v']",3,2023-04-23 11:00:00,1682258400,Beira-Rio,True,2,1,26.0,2.0
302592,267,18,275,"['d', 'd', 'd', 'd', 'v']","['e', 'v', 'v', 'd', 'd']",4,2023-04-23 16:00:00,1682276400,Maracanã,True,2,2,26.0,2.0
302594,277,13,282,"['d', 'e', 'e', 'd', 'd']","['e', 'v', 'e', 'e', 'd']",10,2023-04-23 16:00:00,1682276400,Vila Belmiro,True,0,0,26.0,2.0
302598,294,20,356,"['e', 'd', 'e', 'd', 'd']","['v', 'e', 'd', 'v', 'v']",8,2023-04-23 18:30:00,1682285400,Couto Pereira,True,0,3,26.0,2.0
302595,290,17,264,"['d', 'd', 'e', 'v', 'd']","['v', 'd', 'e', 'v', 'd']",15,2023-04-23 19:00:00,1682287200,Hailé Pinheiro (Serrinha),True,3,1,26.0,2.0
302599,265,14,263,"['d', 'e', 'e', 'v', 'd']","['v', 'd', 'v', 'v', 'v']",1,2023-04-24 20:00:00,1682377200,Itaipava Arena Fonte Nova,True,1,2,26.0,2.0
302618,294,20,276,"['e', 'd', 'e', 'd', 'd']","['v', 'd', 'd', 'v', 'd']",11,2023-04-29 16:30:00,1682796600,Couto Pereira,True,1,1,26.0,3.0
302619,356,8,266,"['v', 'e', 'd', 'v', 'v']","['d', 'v', 'e', 'e', 'v']",5,2023-04-29 16:30:00,1682796600,Castelão (CE),True,4,2,26.0,3.0
302613,275,4,264,"['e', 'v', 'v', 'd', 'd']","['v', 'd', 'e', 'v', 'd']",15,2023-04-29 18:30:00,1682803800,Allianz Parque,True,2,1,26.0,3.0
302614,277,13,327,"['d', 'e', 'e', 'd', 'd']","['d', 'v', 'e', 'd', 'd']",19,2023-04-29 18:30:00,1682803800,Vila Belmiro,True,3,2,26.0,3.0
302615,280,7,283,"['v', 'd', 'e', 'v', 'v']","['e', 'd', 'e', 'd', 'v']",12,2023-04-29 18:30:00,1682803800,Nabi Abi Chedid,True,0,3,26.0,3.0
302616,282,10,293,"['e', 'v', 'e', 'e', 'd']","['d', 'v', 'e', 'd', 'v']",9,2023-04-29 21:00:00,1682812800,Independência,True,2,1,26.0,3.0
302611,262,3,263,"['e', 'v', 'v', 'd', 'v']","['v', 'd', 'v', 'v', 'v']",1,2023-04-30 16:00:00,1682881200,Maracanã,True,2,3,26.0,3.0
302617,285,6,290,"['v', 'e', 'v', 'v', 'v']","['d', 'd', 'e', 'v', 'd']",17,2023-04-30 18:30:00,1682890200,Beira-Rio,True,1,0,26.0,3.0
302620,1371,16,284,"['e', 'v', 'e', 'd', 'd']","['v', 'v', 'd', 'v', 'v']",2,2023-04-30 18:30:00,1682890200,Arena Pantanal,True,1,2,26.0,3.0
302612,267,18,265,"['d', 'd', 'd', 'd', 'v']","['d', 'e', 'e', 'v', 'd']",14,2023-05-01 20:00:00,1682982000,São Januário,True,0,1,26.0,3.0
302646,283,12,277,"['e', 'd', 'e', 'd', 'v']","['d', 'e', 'e', 'd', 'd']",13,2023-05-06 16:00:00,1683399600,Independência,True,2,1,26.0,4.0
302641,266,5,267,"['d', 'v', 'e', 'e', 'v']","['d', 'd', 'd', 'd', 'v']",18,2023-05-06 21:00:00,1683417600,Maracanã,True,1,1,26.0,4.0
302650,327,19,1371,"['d', 'v', 'e', 'd', 'd']","['e', 'v', 'e', 'd', 'd']",16,2023-05-07 11:00:00,1683468000,Independência,True,1,2,26.0,4.0
302643,276,11,285,"['v', 'd', 'd', 'v', 'd']","['v', 'e', 'v', 'v', 'v']",6,2023-05-07 16:00:00,1683486000,Morumbi,True,2,0,26.0,4.0
302648,293,9,262,"['d', 'v', 'e', 'd', 'v']","['e', 'v', 'v', 'd', 'v']",3,2023-05-07 16:00:00,1683486000,Arena da Baixada,True,2,1,26.0,4.0
